case_id,country,date,country_region,court_name,court_type,age,gender,ethnicity,income_level,annual_income_gbp,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_gbp,remand_days,bail_granted
CASE_5879,UK,2022-07-13,England,Manchester Crown Court,Crown Court,45,Male,Asian British,High,232342,WhiteCollar,Medium,1,Yes,Rural,16594,57,1
CASE_5880,UK,2022-05-21,England,Manchester Crown Court,Crown Court,62,Female,Other,Low,8913,WhiteCollar,High,0,No,Rural,17554,75,1
CASE_5881,UK,2023-05-05,England,Westminster Magistrates' Court,Magistrates Court,29,Male,White British,Low,15731,Theft,Low,3,No,Urban,894,127,0
CASE_5882,UK,2023-08-22,England,Westminster Magistrates' Court,Magistrates Court,62,Male,Other,High,293303,WhiteCollar,Low,2,No,Urban,218,104,1
CASE_5883,UK,2024-01-09,Wales,Cardiff Crown Court,Crown Court,30,Male,Other,Medium,23708,Fraud,Low,1,No,Rural,1359,147,1
CASE_5884,UK,2024-03-11,Wales,Cardiff Crown Court,Crown Court,45,Male,Other,High,88918,Theft,Medium,0,Yes,Urban,11194,152,1
CASE_5885,UK,2022-07-14,Scotland,Glasgow Sheriff Court,Magistrates Court,32,Female,White British,Low,17652,Fraud,High,3,Yes,Urban,71617,190,1
CASE_5886,UK,2023-04-29,England,Birmingham Magistrates' Court,Magistrates Court,64,Male,Other,Low,15459,Assault,Medium,4,Yes,Urban,10193,119,0
CASE_5887,UK,2023-07-14,Wales,Cardiff Crown Court,Crown Court,62,Male,Other,High,175393,Assault,Medium,1,Yes,Urban,4537,152,0
CASE_5888,UK,2023-04-04,England,Birmingham Magistrates' Court,Magistrates Court,35,Female,Black British,High,79848,Assault,Low,2,No,Rural,2247,133,1
CASE_5889,UK,2022-02-13,Scotland,Glasgow Sheriff Court,Magistrates Court,57,Female,White British,Medium,33596,Theft,Low,4,No,Urban,1649,162,0
CASE_5890,UK,2023-10-24,England,Manchester Crown Court,Crown Court,38,Male,Other,Medium,21745,WhiteCollar,Medium,1,Yes,Rural,7621,136,1
CASE_5891,UK,2023-01-12,Scotland,Glasgow Sheriff Court,Magistrates Court,65,Female,Mixed,High,121254,Fraud,Medium,1,No,Rural,8568,163,1
CASE_5892,UK,2022-03-22,Scotland,Glasgow Sheriff Court,Magistrates Court,18,Male,White British,Low,11780,WhiteCollar,Low,0,Yes,Urban,2093,169,1
CASE_5893,UK,2022-09-26,England,Birmingham Magistrates' Court,Magistrates Court,68,Female,Other,Low,16897,Fraud,Medium,3,Yes,Rural,14216,225,0
CASE_5894,UK,2023-04-28,Wales,Cardiff Crown Court,Crown Court,26,Male,White British,Medium,46125,WhiteCollar,Medium,5,Yes,Urban,4622,56,0
CASE_5895,UK,2023-07-22,England,Birmingham Magistrates' Court,Magistrates Court,34,Male,White British,Low,15054,Assault,High,4,Yes,Urban,23440,130,0
CASE_5896,UK,2023-10-10,England,Birmingham Magistrates' Court,Magistrates Court,49,Female,Black British,Medium,47695,WhiteCollar,Low,0,Yes,Rural,1700,81,1
CASE_5897,UK,2022-06-26,Wales,Cardiff Crown Court,Crown Court,25,Female,Other,Low,14219,WhiteCollar,High,5,Yes,Rural,65438,220,0
CASE_5898,UK,2023-12-24,England,Manchester Crown Court,Crown Court,65,Female,Mixed,Low,14259,Fraud,Medium,4,No,Urban,4823,118,0
CASE_5899,UK,2023-10-10,Scotland,Glasgow Sheriff Court,Magistrates Court,67,Male,Asian British,Low,15286,Assault,Low,2,Yes,Urban,1383,135,1
CASE_5900,UK,2023-04-02,England,Manchester Crown Court,Crown Court,29,Female,Mixed,Medium,50797,Fraud,Low,0,No,Urban,495,202,1
CASE_5901,UK,2023-06-30,England,Westminster Magistrates' Court,Magistrates Court,52,Female,Black British,High,58343,WhiteCollar,Low,5,No,Urban,1070,106,1
CASE_5902,UK,2023-12-28,Wales,Cardiff Crown Court,Crown Court,58,Female,Asian British,High,205067,WhiteCollar,Low,2,No,Urban,2748,173,1
CASE_5903,UK,2022-05-31,England,Manchester Crown Court,Crown Court,65,Male,Asian British,High,80720,WhiteCollar,Medium,5,No,Urban,11118,155,0
CASE_5904,UK,2023-04-04,England,Westminster Magistrates' Court,Magistrates Court,44,Female,White British,Medium,38055,Assault,Medium,2,Yes,Rural,5501,24,1
CASE_5905,UK,2022-04-08,England,Birmingham Magistrates' Court,Magistrates Court,48,Male,Asian British,Medium,42391,Fraud,High,5,Yes,Urban,54996,107,0
CASE_5906,UK,2022-10-17,Wales,Cardiff Crown Court,Crown Court,23,Male,Black British,Low,16731,Assault,Medium,4,Yes,Urban,13914,145,0
CASE_5907,UK,2023-07-28,England,Birmingham Magistrates' Court,Magistrates Court,37,Male,Mixed,Low,16224,Fraud,High,0,No,Rural,69294,206,1
CASE_5908,UK,2022-12-17,England,Manchester Crown Court,Crown Court,37,Male,Other,High,110429,Assault,High,5,Yes,Urban,66012,97,0
CASE_5909,UK,2022-12-07,Scotland,Glasgow Sheriff Court,Magistrates Court,51,Male,White British,Low,9453,Assault,Low,0,Yes,Urban,1182,146,1
CASE_5910,UK,2024-02-07,Wales,Cardiff Crown Court,Crown Court,64,Female,Asian British,High,262282,Fraud,Medium,0,No,Rural,10385,44,1
CASE_5911,UK,2023-03-09,Scotland,Glasgow Sheriff Court,Magistrates Court,37,Female,Black British,Low,17839,WhiteCollar,Low,2,Yes,Urban,397,75,1
CASE_5912,UK,2022-02-13,Scotland,Glasgow Sheriff Court,Magistrates Court,69,Male,White British,Low,11854,Assault,Medium,5,Yes,Rural,5590,51,0
CASE_5913,UK,2024-02-02,Scotland,Glasgow Sheriff Court,Magistrates Court,38,Female,Other,Low,17992,Theft,High,1,No,Rural,27758,95,0
CASE_5914,UK,2023-12-04,Scotland,Glasgow Sheriff Court,Magistrates Court,36,Female,Mixed,High,210651,Assault,Medium,2,Yes,Rural,6323,74,1
CASE_5915,UK,2023-03-31,Scotland,Glasgow Sheriff Court,Magistrates Court,69,Male,White British,High,196356,Theft,High,3,Yes,Urban,22979,97,0
CASE_5916,UK,2023-10-21,England,Manchester Crown Court,Crown Court,23,Female,Black British,Low,12902,WhiteCollar,Medium,4,Yes,Rural,10267,103,1
CASE_5917,UK,2022-08-22,England,Birmingham Magistrates' Court,Magistrates Court,41,Female,Mixed,High,271263,Assault,Low,0,No,Urban,475,50,1
CASE_5918,UK,2022-06-17,England,Birmingham Magistrates' Court,Magistrates Court,40,Male,Mixed,High,60554,WhiteCollar,Medium,5,No,Urban,4243,212,0
CASE_5919,UK,2024-02-22,Wales,Cardiff Crown Court,Crown Court,64,Female,White British,High,122807,Fraud,Low,5,Yes,Rural,2114,32,0
CASE_5920,UK,2023-10-19,England,Birmingham Magistrates' Court,Magistrates Court,24,Male,Asian British,Medium,50166,Fraud,High,5,Yes,Rural,59143,73,0
CASE_5921,UK,2022-01-09,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Mixed,Medium,30313,Fraud,Low,4,No,Rural,1948,133,0
CASE_5922,UK,2023-05-22,England,Birmingham Magistrates' Court,Magistrates Court,59,Female,Asian British,High,267081,Assault,Low,3,No,Urban,2094,103,1
CASE_5923,UK,2023-07-19,England,Manchester Crown Court,Crown Court,35,Male,Mixed,High,62438,Theft,Low,5,No,Urban,240,128,0
CASE_5924,UK,2023-04-28,England,Westminster Magistrates' Court,Magistrates Court,23,Male,Other,Low,16650,Fraud,Medium,4,Yes,Urban,14598,154,1
CASE_5925,UK,2023-03-22,England,Manchester Crown Court,Crown Court,65,Male,White British,High,63505,Assault,Medium,1,Yes,Rural,10677,113,0
CASE_5926,UK,2023-03-17,England,Westminster Magistrates' Court,Magistrates Court,34,Female,Black British,Low,13198,Fraud,High,2,Yes,Urban,44810,208,0
CASE_5927,UK,2022-07-15,England,Manchester Crown Court,Crown Court,23,Female,Other,High,121224,Fraud,High,4,Yes,Rural,72271,57,0
CASE_5928,UK,2022-12-05,Wales,Cardiff Crown Court,Crown Court,26,Female,Black British,High,160197,Assault,Medium,5,No,Rural,5549,183,0
CASE_5929,UK,2022-03-14,England,Manchester Crown Court,Crown Court,19,Female,Black British,Low,16968,WhiteCollar,Low,2,Yes,Urban,2365,129,1
CASE_5930,UK,2022-11-06,Wales,Cardiff Crown Court,Crown Court,36,Female,Black British,High,86445,Theft,Medium,3,No,Rural,13677,59,1
CASE_5931,UK,2023-03-27,England,Manchester Crown Court,Crown Court,42,Female,Other,Low,12800,Theft,Low,2,No,Urban,1910,147,1
CASE_5932,UK,2023-01-26,Wales,Cardiff Crown Court,Crown Court,29,Female,Asian British,Medium,26997,Assault,Low,5,Yes,Rural,904,145,0
CASE_5933,UK,2022-02-08,England,Birmingham Magistrates' Court,Magistrates Court,25,Female,Black British,Medium,27289,Theft,Low,2,No,Urban,1583,161,1
CASE_5934,UK,2023-05-12,Scotland,Glasgow Sheriff Court,Magistrates Court,66,Male,Black British,High,274179,Theft,High,3,Yes,Rural,71191,40,0
CASE_5935,UK,2024-01-06,England,Manchester Crown Court,Crown Court,30,Female,Other,Medium,51045,WhiteCollar,Low,0,No,Urban,1706,89,1
CASE_5936,UK,2023-04-16,England,Birmingham Magistrates' Court,Magistrates Court,46,Female,Asian British,Medium,20969,Fraud,Low,2,No,Urban,2275,21,1
CASE_5937,UK,2022-04-19,Wales,Cardiff Crown Court,Crown Court,42,Female,Asian British,Medium,49256,Assault,Low,3,Yes,Urban,2305,157,1
CASE_5938,UK,2022-11-06,England,Birmingham Magistrates' Court,Magistrates Court,18,Female,Other,High,209536,Fraud,Low,3,Yes,Urban,1143,142,1
CASE_5939,UK,2022-11-01,Scotland,Glasgow Sheriff Court,Magistrates Court,27,Female,White British,High,78262,Theft,High,5,No,Urban,67015,114,0
CASE_5940,UK,2022-03-28,England,Birmingham Magistrates' Court,Magistrates Court,36,Male,Mixed,Medium,51298,Assault,High,3,Yes,Urban,32457,44,0
CASE_5941,UK,2022-03-17,England,Manchester Crown Court,Crown Court,51,Male,Black British,High,125865,Fraud,High,1,Yes,Rural,29155,186,1
CASE_5942,UK,2023-02-26,England,Manchester Crown Court,Crown Court,51,Male,Black British,Low,18053,Assault,High,3,No,Urban,78581,242,0
CASE_5943,UK,2022-11-10,England,Westminster Magistrates' Court,Magistrates Court,26,Female,Asian British,Low,8667,WhiteCollar,Medium,4,Yes,Urban,14164,115,0
CASE_5944,UK,2022-03-27,England,Manchester Crown Court,Crown Court,56,Male,Black British,Low,19437,WhiteCollar,High,1,Yes,Urban,60655,197,0
CASE_5945,UK,2023-07-25,Wales,Cardiff Crown Court,Crown Court,29,Male,Asian British,Medium,38500,Assault,Low,0,No,Urban,2642,83,1
CASE_5946,UK,2023-09-16,England,Manchester Crown Court,Crown Court,38,Female,Black British,Low,18263,WhiteCollar,Low,4,Yes,Rural,2930,162,0
CASE_5947,UK,2022-09-24,England,Westminster Magistrates' Court,Magistrates Court,20,Female,White British,Medium,37205,WhiteCollar,Low,5,No,Urban,2403,103,0
CASE_5948,UK,2022-09-30,England,Westminster Magistrates' Court,Magistrates Court,24,Male,White British,Medium,21314,WhiteCollar,Low,0,Yes,Rural,438,22,1
CASE_5949,UK,2024-02-04,England,Westminster Magistrates' Court,Magistrates Court,51,Male,Asian British,Low,9653,Assault,Low,4,No,Rural,1695,187,1
CASE_5950,UK,2023-04-27,Wales,Cardiff Crown Court,Crown Court,70,Male,Mixed,Low,11336,Theft,Medium,2,No,Urban,5510,133,1
CASE_5951,UK,2022-04-03,England,Westminster Magistrates' Court,Magistrates Court,29,Male,Black British,Medium,26429,Theft,Low,3,No,Urban,2237,110,1
CASE_5952,UK,2024-03-07,Wales,Cardiff Crown Court,Crown Court,43,Male,Other,Medium,52727,Assault,Medium,1,Yes,Rural,14296,115,1
CASE_5953,UK,2022-08-23,Wales,Cardiff Crown Court,Crown Court,32,Female,Black British,High,228257,Assault,Medium,4,Yes,Rural,12262,200,0
CASE_5954,UK,2022-02-25,England,Manchester Crown Court,Crown Court,50,Female,White British,Medium,36686,Theft,Low,0,No,Urban,205,33,1
CASE_5955,UK,2022-02-27,England,Manchester Crown Court,Crown Court,59,Male,Black British,Medium,32678,Fraud,Medium,2,No,Rural,3294,118,0
CASE_5956,UK,2022-02-16,England,Manchester Crown Court,Crown Court,54,Male,White British,High,108397,Theft,High,2,Yes,Rural,26246,175,0
CASE_5957,UK,2022-09-01,England,Birmingham Magistrates' Court,Magistrates Court,50,Male,Mixed,Medium,22739,WhiteCollar,Low,4,Yes,Urban,2197,160,0
CASE_5958,UK,2023-07-23,England,Manchester Crown Court,Crown Court,35,Male,White British,Low,8128,WhiteCollar,High,3,No,Urban,22933,117,0
CASE_5959,UK,2023-04-25,Wales,Cardiff Crown Court,Crown Court,41,Female,Asian British,High,216515,Fraud,High,4,Yes,Rural,54600,37,0
CASE_5960,UK,2022-06-30,England,Manchester Crown Court,Crown Court,38,Female,Mixed,High,214908,Theft,High,1,No,Urban,24372,119,0
CASE_5961,UK,2023-05-26,England,Birmingham Magistrates' Court,Magistrates Court,19,Male,Asian British,Low,8346,WhiteCollar,High,1,No,Rural,64469,112,0
CASE_5962,UK,2022-01-29,Wales,Cardiff Crown Court,Crown Court,66,Male,Black British,Medium,36180,Fraud,Low,3,Yes,Rural,2006,156,1
CASE_5963,UK,2023-09-16,England,Birmingham Magistrates' Court,Magistrates Court,26,Female,Other,Medium,46991,Fraud,High,3,No,Urban,44407,178,0
CASE_5964,UK,2023-05-13,England,Manchester Crown Court,Crown Court,23,Female,Other,Medium,51360,Assault,Medium,3,No,Urban,11490,67,0
CASE_5965,UK,2022-01-08,England,Manchester Crown Court,Crown Court,67,Male,White British,Low,18090,Fraud,Low,2,No,Urban,612,148,1
CASE_5966,UK,2023-10-11,England,Westminster Magistrates' Court,Magistrates Court,21,Female,Mixed,Low,13991,WhiteCollar,Low,2,Yes,Urban,1436,89,1
CASE_5967,UK,2024-02-04,England,Birmingham Magistrates' Court,Magistrates Court,20,Female,Mixed,High,218901,Fraud,High,2,No,Urban,37762,154,0
CASE_5968,UK,2023-05-17,England,Westminster Magistrates' Court,Magistrates Court,62,Male,Mixed,High,292658,Assault,Medium,5,No,Urban,10806,24,0
CASE_5969,UK,2023-07-17,Scotland,Glasgow Sheriff Court,Magistrates Court,41,Male,Black British,Medium,27027,WhiteCollar,High,1,Yes,Rural,59850,27,0
CASE_5970,UK,2023-03-23,Wales,Cardiff Crown Court,Crown Court,22,Male,Mixed,High,56626,Fraud,Medium,2,No,Urban,8728,62,1
CASE_5971,UK,2024-01-12,England,Westminster Magistrates' Court,Magistrates Court,69,Male,Black British,High,173226,Theft,Low,1,No,Rural,2563,139,1
CASE_5972,UK,2023-04-22,England,Manchester Crown Court,Crown Court,22,Female,White British,High,82014,Theft,High,3,Yes,Urban,51183,39,0
CASE_5973,UK,2022-09-06,England,Westminster Magistrates' Court,Magistrates Court,31,Male,Asian British,Low,9074,Fraud,Low,3,Yes,Rural,1356,93,1
CASE_5974,UK,2022-04-18,England,Manchester Crown Court,Crown Court,64,Female,Black British,High,126149,Assault,High,3,Yes,Rural,83587,95,0
CASE_5975,UK,2022-11-22,England,Westminster Magistrates' Court,Magistrates Court,45,Female,Other,Medium,29078,Fraud,High,1,Yes,Rural,47643,145,0
CASE_5976,UK,2022-03-14,England,Manchester Crown Court,Crown Court,53,Female,White British,High,228706,WhiteCollar,High,2,Yes,Rural,73889,115,0
CASE_5977,UK,2023-08-04,Wales,Cardiff Crown Court,Crown Court,35,Female,Black British,Medium,21725,Theft,High,1,No,Rural,70782,201,1
CASE_5978,UK,2023-06-01,England,Westminster Magistrates' Court,Magistrates Court,35,Male,Black British,High,175453,Assault,High,0,No,Urban,31573,156,1
CASE_5979,UK,2023-11-26,England,Westminster Magistrates' Court,Magistrates Court,66,Male,White British,High,266655,Fraud,Low,0,No,Urban,481,126,1
CASE_5980,UK,2022-09-24,Scotland,Glasgow Sheriff Court,Magistrates Court,57,Male,White British,Low,15442,Fraud,Low,5,No,Rural,571,220,0
CASE_5981,UK,2023-04-27,England,Birmingham Magistrates' Court,Magistrates Court,61,Female,Asian British,Medium,48529,Theft,Low,0,No,Rural,2976,127,1
CASE_5982,UK,2023-05-25,Scotland,Glasgow Sheriff Court,Magistrates Court,47,Female,Mixed,Low,10496,Fraud,High,0,No,Urban,42862,139,0
CASE_5983,UK,2022-02-21,England,Birmingham Magistrates' Court,Magistrates Court,54,Male,White British,Medium,24157,WhiteCollar,High,1,No,Urban,25443,124,0
CASE_5984,UK,2022-08-21,England,Manchester Crown Court,Crown Court,45,Female,Asian British,Low,15481,WhiteCollar,Low,0,Yes,Urban,2673,106,1
CASE_5985,UK,2022-08-22,England,Westminster Magistrates' Court,Magistrates Court,33,Male,White British,Low,8188,Theft,Low,1,Yes,Rural,2016,31,1
CASE_5986,UK,2022-09-23,Wales,Cardiff Crown Court,Crown Court,29,Female,Mixed,High,70993,Assault,Low,3,Yes,Rural,779,33,1
CASE_5987,UK,2022-02-16,Wales,Cardiff Crown Court,Crown Court,59,Female,Asian British,Low,13431,Assault,Medium,5,No,Rural,7344,198,0
CASE_5988,UK,2022-08-18,Wales,Cardiff Crown Court,Crown Court,45,Female,Asian British,Medium,27381,Theft,Medium,3,No,Rural,18114,194,0
CASE_5989,UK,2023-08-11,England,Manchester Crown Court,Crown Court,30,Male,Other,Low,18639,Assault,Medium,0,No,Rural,12760,97,1
CASE_5990,UK,2022-01-25,England,Birmingham Magistrates' Court,Magistrates Court,49,Female,White British,Low,13110,Assault,Medium,1,No,Urban,8768,55,0
CASE_5991,UK,2022-05-15,Scotland,Glasgow Sheriff Court,Magistrates Court,33,Male,Asian British,High,261396,Theft,Medium,3,No,Rural,8377,174,1
CASE_5992,UK,2022-07-30,England,Birmingham Magistrates' Court,Magistrates Court,21,Female,Black British,Low,16263,Theft,Medium,2,Yes,Rural,7670,187,1
CASE_5993,UK,2023-04-13,Wales,Cardiff Crown Court,Crown Court,24,Male,White British,Medium,51460,WhiteCollar,Medium,0,Yes,Rural,9937,19,1
CASE_5994,UK,2022-10-29,Scotland,Glasgow Sheriff Court,Magistrates Court,58,Female,Black British,Low,17489,Fraud,Low,4,Yes,Urban,817,119,0
CASE_5995,UK,2023-03-10,England,Birmingham Magistrates' Court,Magistrates Court,56,Male,Asian British,Medium,35977,Assault,Low,4,No,Urban,1656,91,0
CASE_5996,UK,2023-01-09,England,Westminster Magistrates' Court,Magistrates Court,43,Male,White British,High,267771,Theft,Low,3,Yes,Rural,2029,149,1
CASE_5997,UK,2023-08-27,Wales,Cardiff Crown Court,Crown Court,41,Female,Asian British,Low,8230,Assault,Low,1,Yes,Urban,2187,58,0
CASE_5998,UK,2022-12-27,Wales,Cardiff Crown Court,Crown Court,45,Male,White British,Low,17838,WhiteCollar,Low,5,Yes,Rural,398,151,1
CASE_5999,UK,2023-07-10,England,Birmingham Magistrates' Court,Magistrates Court,50,Male,Other,Medium,47841,Fraud,Medium,1,Yes,Rural,14269,171,1
